Geography,Age_Group,Disease,Average_Prevalence,Max_Prevalence,2018,2019,2020,2021,2022,2023
Shetland Islands,Ages85plus,Coronary Heart Disease (CHD),8703.066666666668,10836.2,6911.3,7849.8,7849.8,8788.4,10836.2,9982.9
Shetland Islands,Ages85plus,Dementia,5816.2666666666655,6911.3,4266.2,5631.4,6399.3,5375.4,6911.3,6314.0
Shetland Islands,Ages85plus,Depression,2275.316666666667,3413.0,1706.5,1706.5,1706.5,2133.1,2986.3,3413.0
Shetland Islands,Ages85plus,Diabetes,5076.8,6399.3,4863.5,4180.9,4948.8,4607.5,5460.8,6399.3
Shetland Islands,Ages85plus,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shetland Islands,Ages85plus,Epilepsy,426.6000000000001,853.2,0.0,0.0,426.6,426.6,853.2,853.2
Shetland Islands,Ages85plus,Heart Failure,6328.2,6740.6,5802.0,6740.6,6143.3,6655.3,6314.0,6314.0
Shetland Islands,Ages85plus,Hypertension,25739.466666666664,30290.1,21757.7,22696.2,25000.0,24744.0,30290.1,29948.8
Shetland Islands,Ages85plus,Mental Health,284.40000000000003,426.6,426.6,0.0,426.6,426.6,0.0,426.6
Shetland Islands,Ages85plus,Osteoporosis,71.10000000000001,426.6,426.6,0.0,0.0,0.0,0.0,0.0
Shetland Islands,Ages85plus,Palliative Care,1848.7,2133.1,1279.9,1279.9,2133.1,2133.1,2133.1,2133.1
Shetland Islands,Ages85plus,Peripheral Arterial Disease (PAD),1350.9833333333333,1706.5,853.2,1279.9,1279.9,1279.9,1706.5,1706.5
Shetland Islands,Ages85plus,Rheumatoid Arthritis,1564.2666666666664,2559.7,853.2,853.2,1279.9,1706.5,2133.1,2559.7
Shetland Islands,Ages85plus,Stroke and TIA,6385.116666666666,8361.8,4522.2,4863.5,5546.1,7252.6,8361.8,7764.5
South Lanarkshire,Ages0to4,Asthma,281.9166666666667,375.9,250.6,375.9,328.9,203.6,250.6,281.9
South Lanarkshire,Ages0to4,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),5.233333333333333,15.7,0.0,0.0,0.0,0.0,15.7,15.7
South Lanarkshire,Ages0to4,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Diabetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Epilepsy,26.099999999999998,62.6,15.7,0.0,0.0,47.0,31.3,62.6
South Lanarkshire,Ages0to4,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages0to4,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages15to24,Asthma,1666.6666666666667,1793.9,1740.0,1700.8,1793.9,1657.7,1545.7,1561.9
South Lanarkshire,Ages15to24,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages15to24,Cancer,19.1,27.0,6.7,6.7,27.0,27.0,20.2,27.0
South Lanarkshire,Ages15to24,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages15to24,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages15to24,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages15to24,Depression,548.5333333333334,756.7,756.7,665.0,557.1,495.0,442.4,375.0
South Lanarkshire,Ages15to24,Diabetes,222.54999999999998,242.8,202.3,236.0,202.3,222.6,242.8,229.3
South Lanarkshire,Ages15to24,Eating Disorder,100.03333333333332,121.4,54.0,87.7,114.6,107.9,121.4,114.6
South Lanarkshire,Ages15to24,Epilepsy,305.73333333333335,337.2,296.7,269.8,276.5,330.5,323.7,337.2
South Lanarkshire,Ages15to24,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages15to24,Hypertension,1.1166666666666667,6.7,0.0,0.0,0.0,0.0,0.0,6.7
South Lanarkshire,Ages15to24,Mental Health,41.6,60.7,60.7,40.5,33.7,33.7,54.0,27.0
South Lanarkshire,Ages15to24,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages15to24,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages15to24,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages15to24,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages15to24,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages25to44,Asthma,1934.3333333333333,2014.9,1845.6,1870.1,2014.9,1955.8,1929.7,1989.9
South Lanarkshire,Ages25to44,Atrial Fibrillation,8.416666666666668,13.3,0.0,8.0,10.6,13.3,8.0,10.6
South Lanarkshire,Ages25to44,Cancer,204.03333333333333,218.2,199.6,194.3,199.6,199.6,212.9,218.2
South Lanarkshire,Ages25to44,Chronic Kidney Disease (CKD),19.95,23.9,21.3,18.6,21.3,21.3,13.3,23.9
South Lanarkshire,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),31.066666666666666,37.3,26.6,29.3,37.3,37.3,26.6,29.3
South Lanarkshire,Ages25to44,Coronary Heart Disease (CHD),31.95,42.6,21.3,37.3,26.6,34.6,42.6,29.3
South Lanarkshire,Ages25to44,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages25to44,Depression,2749.933333333334,2804.7,2797.7,2790.3,2804.7,2747.2,2699.3,2660.4
South Lanarkshire,Ages25to44,Diabetes,511.51666666666665,564.1,462.5,476.8,502.9,523.7,539.1,564.1
South Lanarkshire,Ages25to44,Eating Disorder,148.4,163.4,140.5,136.8,144.2,146.9,163.4,158.6
South Lanarkshire,Ages25to44,Epilepsy,413.48333333333335,461.9,399.1,393.8,412.4,405.0,408.7,461.9
South Lanarkshire,Ages25to44,Heart Failure,3.5500000000000003,8.0,2.7,0.0,0.0,8.0,5.3,5.3
South Lanarkshire,Ages25to44,Hypertension,506.34999999999997,538.0,525.3,493.3,496.5,475.2,509.8,538.0
South Lanarkshire,Ages25to44,Mental Health,239.46666666666667,244.8,242.1,231.5,236.8,244.8,236.8,244.8
South Lanarkshire,Ages25to44,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages25to44,Palliative Care,0.45,2.7,2.7,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages25to44,Peripheral Arterial Disease (PAD),0.9,2.7,0.0,0.0,2.7,2.7,0.0,0.0
South Lanarkshire,Ages25to44,Rheumatoid Arthritis,33.71666666666667,42.6,37.3,34.6,26.6,42.6,31.9,29.3
South Lanarkshire,Ages25to44,Stroke and TIA,28.383333333333336,31.9,23.9,26.6,31.9,29.3,29.3,29.3
South Lanarkshire,Ages45to64,Asthma,2495.0,2566.4,2388.5,2438.9,2566.4,2549.5,2500.1,2526.6
South Lanarkshire,Ages45to64,Atrial Fibrillation,335.56666666666666,346.6,331.3,328.8,321.1,344.1,341.5,346.6
South Lanarkshire,Ages45to64,Cancer,1168.9166666666667,1181.0,1161.6,1181.0,1172.8,1159.6,1167.2,1171.3
South Lanarkshire,Ages45to64,Chronic Kidney Disease (CKD),361.56666666666666,394.5,374.6,386.4,394.5,360.9,339.5,313.5
South Lanarkshire,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),862.5166666666668,913.9,899.1,913.9,913.4,849.2,819.1,780.4
South Lanarkshire,Ages45to64,Coronary Heart Disease (CHD),1088.6499999999999,1113.2,1094.8,1097.4,1113.2,1095.4,1080.1,1051.0
South Lanarkshire,Ages45to64,Dementia,10.616666666666665,15.3,15.3,12.7,5.1,10.2,15.3,5.1
South Lanarkshire,Ages45to64,Depression,3236.116666666667,3264.7,3153.5,3222.9,3258.5,3264.7,3264.7,3252.4
South Lanarkshire,Ages45to64,Diabetes,2301.4166666666665,2466.5,2120.4,2167.8,2273.8,2339.5,2440.5,2466.5
South Lanarkshire,Ages45to64,Eating Disorder,104.48333333333335,135.1,89.2,86.6,94.3,112.1,109.6,135.1
South Lanarkshire,Ages45to64,Epilepsy,469.06666666666666,480.1,458.7,469.4,467.9,463.8,480.1,474.5
South Lanarkshire,Ages45to64,Heart Failure,132.1,140.2,117.2,132.5,135.1,140.2,132.5,135.1
South Lanarkshire,Ages45to64,Hypertension,5232.716666666667,5380.4,5380.4,5341.7,5255.6,5109.8,5113.4,5195.4
South Lanarkshire,Ages45to64,Mental Health,367.84999999999997,379.7,361.9,377.2,379.7,360.9,371.6,355.8
South Lanarkshire,Ages45to64,Osteoporosis,8.9,15.3,15.3,10.2,10.2,7.6,7.6,2.5
South Lanarkshire,Ages45to64,Palliative Care,7.633333333333334,15.3,10.2,5.1,15.3,7.6,5.1,2.5
South Lanarkshire,Ages45to64,Peripheral Arterial Disease (PAD),202.18333333333337,214.1,211.5,214.1,209.0,211.5,188.6,178.4
South Lanarkshire,Ages45to64,Rheumatoid Arthritis,248.64999999999998,262.5,247.2,259.9,262.5,260.5,227.3,234.5
South Lanarkshire,Ages45to64,Stroke and TIA,607.0666666666667,622.9,598.4,608.1,604.5,599.4,609.1,622.9
South Lanarkshire,Ages5to14,Asthma,1348.05,1619.5,1619.5,1469.4,1462.8,1240.3,1161.3,1135.0
South Lanarkshire,Ages5to14,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages5to14,Cancer,2.1999999999999997,6.6,0.0,0.0,0.0,0.0,6.6,6.6
South Lanarkshire,Ages5to14,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages5to14,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages5to14,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages5to14,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages5to14,Depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages5to14,Diabetes,79.01666666666667,92.2,72.4,59.3,85.6,92.2,92.2,72.4
South Lanarkshire,Ages5to14,Eating Disorder,1.0999999999999999,6.6,0.0,0.0,0.0,6.6,0.0,0.0
South Lanarkshire,Ages5to14,Epilepsy,164.58333333333334,184.3,144.8,151.4,158.0,171.2,177.8,184.3
South Lanarkshire,Ages5to14,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages5to14,Hypertension,2.1999999999999997,6.6,0.0,0.0,0.0,0.0,6.6,6.6
South Lanarkshire,Ages5to14,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages5to14,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages5to14,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages5to14,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages5to14,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages5to14,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages65to74,Asthma,2309.0833333333335,2543.1,2065.6,2177.6,2279.3,2364.2,2424.7,2543.1
South Lanarkshire,Ages65to74,Atrial Fibrillation,1307.5999999999997,1359.1,1263.8,1302.4,1359.1,1338.5,1290.9,1290.9
South Lanarkshire,Ages65to74,Cancer,2751.3999999999996,2843.0,2556.0,2675.7,2823.7,2843.0,2781.2,2828.8
South Lanarkshire,Ages65to74,Chronic Kidney Disease (CKD),1955.8166666666666,2078.5,2027.0,2078.5,2052.8,1938.2,1852.0,1786.4
South Lanarkshire,Ages65to74,Chronic Obstructive Pulmonary Disease (COPD),2162.8166666666666,2252.3,2137.7,2168.6,2252.3,2200.8,2109.4,2108.1
South Lanarkshire,Ages65to74,Coronary Heart Disease (CHD),3103.3999999999996,3242.0,3242.0,3190.5,3106.8,3084.9,3002.6,2993.6
South Lanarkshire,Ages65to74,Dementia,286.34999999999997,308.9,296.0,283.1,308.9,270.3,296.0,263.8
South Lanarkshire,Ages65to74,Depression,2112.1666666666665,2422.1,1797.9,1920.2,2059.2,2190.5,2283.1,2422.1
South Lanarkshire,Ages65to74,Diabetes,4028.7333333333336,4321.8,3709.1,3794.1,4000.0,4144.1,4203.3,4321.8
South Lanarkshire,Ages65to74,Eating Disorder,4.283333333333334,12.9,0.0,0.0,6.4,0.0,6.4,12.9
South Lanarkshire,Ages65to74,Epilepsy,449.3833333333334,489.1,411.8,431.1,437.6,456.9,469.8,489.1
South Lanarkshire,Ages65to74,Heart Failure,489.48333333333335,521.2,521.2,498.1,482.6,495.5,463.3,476.2
South Lanarkshire,Ages65to74,Hypertension,10622.25,10728.4,10522.5,10621.6,10728.4,10678.2,10594.6,10588.2
South Lanarkshire,Ages65to74,Mental Health,304.59999999999997,328.2,238.1,302.4,321.8,308.9,328.2,328.2
South Lanarkshire,Ages65to74,Osteoporosis,83.66666666666667,109.4,103.0,109.4,90.1,70.8,77.2,51.5
South Lanarkshire,Ages65to74,Palliative Care,43.949999999999996,57.9,25.7,51.5,38.6,45.0,45.0,57.9
South Lanarkshire,Ages65to74,Peripheral Arterial Disease (PAD),692.2166666666667,716.9,704.0,716.9,715.6,706.6,666.7,643.5
South Lanarkshire,Ages65to74,Rheumatoid Arthritis,426.84999999999997,489.1,411.8,405.4,399.0,431.1,424.7,489.1
South Lanarkshire,Ages65to74,Stroke and TIA,1653.166666666667,1680.8,1608.8,1680.8,1665.4,1664.1,1624.2,1675.7
South Lanarkshire,Ages75to84,Asthma,2132.666666666667,2299.6,1990.1,2052.4,2108.3,2144.9,2200.7,2299.6
South Lanarkshire,Ages75to84,Atrial Fibrillation,2960.4500000000003,3189.3,2830.4,2929.3,2916.4,2899.2,2998.1,3189.3
South Lanarkshire,Ages75to84,Cancer,3893.533333333333,4285.4,3655.7,3690.1,3844.8,3834.1,4051.1,4285.4
South Lanarkshire,Ages75to84,Chronic Kidney Disease (CKD),5210.966666666666,5458.8,5405.1,5435.2,5458.8,5125.7,4940.9,4900.1
South Lanarkshire,Ages75to84,Chronic Obstructive Pulmonary Disease (COPD),2902.0499999999997,3019.6,2935.7,3019.6,2983.0,2826.1,2800.3,2847.6
South Lanarkshire,Ages75to84,Coronary Heart Disease (CHD),5100.649999999999,5265.4,5259.0,5228.9,5265.4,4962.4,4951.6,4936.6
South Lanarkshire,Ages75to84,Dementia,1495.4333333333332,1665.6,1575.3,1665.6,1605.4,1321.7,1427.0,1377.6
South Lanarkshire,Ages75to84,Depression,1453.5500000000002,1586.1,1343.2,1386.2,1429.2,1437.8,1538.8,1586.1
South Lanarkshire,Ages75to84,Diabetes,4838.816666666667,5149.4,4594.9,4661.5,4872.1,4758.2,4996.8,5149.4
South Lanarkshire,Ages75to84,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages75to84,Epilepsy,411.91666666666674,472.8,365.4,386.8,397.6,429.8,419.1,472.8
South Lanarkshire,Ages75to84,Heart Failure,1009.75,1093.9,1023.0,1053.1,1093.9,941.3,999.4,947.8
South Lanarkshire,Ages75to84,Hypertension,13769.616666666669,14216.6,13612.7,13737.4,13746.0,13518.2,13786.8,14216.6
South Lanarkshire,Ages75to84,Mental Health,168.33333333333334,193.4,193.4,139.7,193.4,150.4,171.9,161.2
South Lanarkshire,Ages75to84,Osteoporosis,496.0833333333334,582.4,582.4,526.5,475.0,468.5,451.3,472.8
South Lanarkshire,Ages75to84,Palliative Care,148.65,182.7,182.7,150.4,161.2,150.4,86.0,161.2
South Lanarkshire,Ages75to84,Peripheral Arterial Disease (PAD),980.3833333333332,1068.1,1008.0,1068.1,995.1,924.1,922.0,965.0
South Lanarkshire,Ages75to84,Rheumatoid Arthritis,438.78333333333336,494.3,397.6,419.1,419.1,429.8,494.3,472.8
South Lanarkshire,Ages75to84,Stroke and TIA,2806.4166666666665,2851.9,2778.9,2821.8,2851.9,2750.9,2821.8,2813.2
South Lanarkshire,Ages85plus,Asthma,1657.7333333333336,1850.2,1371.7,1499.3,1684.3,1818.3,1722.6,1850.2
South Lanarkshire,Ages85plus,Atrial Fibrillation,4711.633333333333,5040.2,4178.9,4497.9,4810.5,4855.2,4887.1,5040.2
South Lanarkshire,Ages85plus,Cancer,4225.683333333333,4651.0,3694.0,3981.1,4312.9,4236.3,4478.8,4651.0
South Lanarkshire,Ages85plus,Chronic Kidney Disease (CKD),10049.533333333335,10437.7,9735.9,10125.0,10437.7,10125.0,10061.2,9812.4
South Lanarkshire,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),2407.3833333333337,2507.3,2315.9,2360.6,2462.7,2507.3,2437.2,2360.6
South Lanarkshire,Ages85plus,Coronary Heart Disease (CHD),6633.066666666666,6762.8,6520.4,6762.8,6750.0,6462.9,6692.6,6609.7
South Lanarkshire,Ages85plus,Dementia,4304.383333333333,4829.7,4446.9,4708.4,4829.7,4089.6,3993.9,3757.8
South Lanarkshire,Ages85plus,Depression,1132.45,1276.0,1116.5,1052.7,1052.7,1116.5,1276.0,1180.3
South Lanarkshire,Ages85plus,Diabetes,4429.833333333334,5199.7,3432.4,3834.4,4434.1,4714.8,4963.6,5199.7
South Lanarkshire,Ages85plus,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Lanarkshire,Ages85plus,Epilepsy,308.3666666666667,446.6,350.9,446.6,287.1,319.0,191.4,255.2
South Lanarkshire,Ages85plus,Heart Failure,1722.5999999999997,1914.0,1614.1,1671.6,1914.0,1671.6,1709.8,1754.5
South Lanarkshire,Ages85plus,Hypertension,16039.283333333333,16728.3,15082.3,15898.9,16154.1,15924.5,16447.6,16728.3
South Lanarkshire,Ages85plus,Mental Health,207.35,255.2,255.2,223.3,223.3,223.3,159.5,159.5
South Lanarkshire,Ages85plus,Osteoporosis,797.5,925.1,925.1,893.2,701.8,765.6,829.4,669.9
South Lanarkshire,Ages85plus,Palliative Care,308.36666666666673,350.9,223.3,287.1,319.0,350.9,319.0,350.9
South Lanarkshire,Ages85plus,Peripheral Arterial Disease (PAD),914.4666666666667,988.9,988.9,988.9,893.2,957.0,925.1,733.7
South Lanarkshire,Ages85plus,Rheumatoid Arthritis,366.84999999999997,446.6,319.0,350.9,446.6,350.9,382.8,350.9
South Lanarkshire,Ages85plus,Stroke and TIA,4269.3,4415.0,4013.0,4191.7,4415.0,4287.4,4363.9,4344.8
Stirling,Ages0to4,Asthma,192.85000000000002,324.0,277.7,324.0,185.1,46.3,92.6,231.4
Stirling,Ages0to4,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Diabetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Epilepsy,15.433333333333332,46.3,0.0,0.0,46.3,0.0,0.0,46.3
Stirling,Ages0to4,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages0to4,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages15to24,Asthma,1326.8166666666666,1516.9,1285.0,1203.1,1516.9,1448.7,1208.6,1298.6
Stirling,Ages15to24,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages15to24,Cancer,6.8,13.6,0.0,0.0,13.6,13.6,0.0,13.6
Stirling,Ages15to24,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages15to24,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages15to24,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages15to24,Depression,1086.75,1263.2,965.8,1074.9,1263.2,1205.9,982.2,1028.5
Stirling,Ages15to24,Diabetes,122.76666666666665,136.4,109.1,122.8,136.4,122.8,109.1,136.4
Stirling,Ages15to24,Eating Disorder,104.58333333333333,163.7,54.6,68.2,81.8,109.1,150.1,163.7
Stirling,Ages15to24,Epilepsy,156.86666666666667,191.0,109.1,136.4,177.3,163.7,163.7,191.0
Stirling,Ages15to24,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages15to24,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages15to24,Mental Health,18.166666666666668,40.9,0.0,27.3,13.6,13.6,13.6,40.9
Stirling,Ages15to24,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages15to24,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages15to24,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages15to24,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages15to24,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages25to44,Asthma,1652.6166666666668,1803.2,1446.2,1481.1,1761.4,1734.9,1688.9,1803.2
Stirling,Ages25to44,Atrial Fibrillation,3.5,7.0,7.0,7.0,7.0,0.0,0.0,0.0
Stirling,Ages25to44,Cancer,160.38333333333335,181.3,153.4,174.3,181.3,174.3,139.5,139.5
Stirling,Ages25to44,Chronic Kidney Disease (CKD),6.95,13.9,0.0,0.0,0.0,13.9,13.9,13.9
Stirling,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),19.733333333333334,27.9,20.9,13.9,27.9,13.9,13.9,27.9
Stirling,Ages25to44,Coronary Heart Disease (CHD),10.45,13.9,7.0,7.0,13.9,13.9,7.0,13.9
Stirling,Ages25to44,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages25to44,Depression,3186.7166666666667,3461.5,2779.5,2977.5,3302.5,3340.1,3259.2,3461.5
Stirling,Ages25to44,Diabetes,352.13333333333327,411.4,285.9,327.7,355.6,348.7,383.5,411.4
Stirling,Ages25to44,Eating Disorder,172.23333333333332,202.2,174.3,202.2,174.3,160.4,139.5,182.7
Stirling,Ages25to44,Epilepsy,361.45,397.5,334.7,334.7,397.5,369.6,362.6,369.6
Stirling,Ages25to44,Heart Failure,3.5,7.0,0.0,0.0,7.0,7.0,7.0,0.0
Stirling,Ages25to44,Hypertension,427.23333333333335,499.3,397.5,383.5,450.5,425.4,407.2,499.3
Stirling,Ages25to44,Mental Health,196.4,223.1,181.3,153.4,223.1,202.2,202.2,216.2
Stirling,Ages25to44,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages25to44,Palliative Care,5.833333333333333,7.0,7.0,7.0,7.0,0.0,7.0,7.0
Stirling,Ages25to44,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stirling,Ages25to44,Rheumatoid Arthritis,8.133333333333333,13.9,0.0,7.0,7.0,7.0,13.9,13.9
Stirling,Ages25to44,Stroke and TIA,4.6499999999999995,13.9,0.0,7.0,13.9,0.0,7.0,0.0
Stirling,Ages45to64,Asthma,2393.4666666666667,2613.9,2168.7,2186.9,2516.5,2547.7,2327.1,2613.9
Stirling,Ages45to64,Atrial Fibrillation,292.03333333333336,318.0,259.6,266.1,305.0,292.0,311.5,318.0
Stirling,Ages45to64,Cancer,1159.6333333333332,1275.8,1057.8,1068.1,1196.6,1208.3,1151.2,1275.8
Stirling,Ages45to64,Chronic Kidney Disease (CKD),260.65000000000003,292.0,292.0,240.1,220.6,246.6,272.6,292.0
Stirling,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),592.05,619.1,546.4,619.1,606.1,598.3,569.8,612.6
Stirling,Ages45to64,Coronary Heart Disease (CHD),960.4166666666665,1029.2,889.0,926.7,973.4,970.8,973.4,1029.2
Stirling,Ages45to64,Dementia,14.083333333333334,19.5,6.5,19.5,13.0,13.0,13.0,19.5
Stirling,Ages45to64,Depression,4136.266666666666,4633.4,3569.1,3746.9,4276.4,4406.2,4185.6,4633.4
